scenario,q_lateral,execution_mode,environment,success,reason,samples,cte_rmse_m,cte_mae_m,cte_max_m,heading_rmse_rad,completion_time_s,final_goal_error_m,omega_saturations,mean_abs_delta_omega_rad_s,mean_control_compute_us
curves_orientation,2.0,offline_kinematic_simulation,offline,1,goal_tolerance_reached,276,0.06171350672345551,0.049140382952508194,0.18468833819788177,0.08529382554018879,10.999999999999941,0.24981409563485796,3,0.01846613875129167,2790.620706517971
curves_orientation,6.0,offline_kinematic_simulation,offline,1,goal_tolerance_reached,276,0.056095889318305545,0.03773968954641031,0.19870996683587622,0.09548387349195343,10.999999999999941,0.24169097235704912,3,0.018823247887666043,2791.818148543957
curves_orientation,12.0,offline_kinematic_simulation,offline,1,goal_tolerance_reached,276,0.05247419749516707,0.030770639494291648,0.2033886230293202,0.1029681822905326,10.999999999999941,0.24148854538030554,3,0.019210989087810045,2798.8039130212965
